idx,error
1664, 0.023738
1665, 0.103545
1666, 0.040714
1667, 0.023495
1668, 0.113700
1669, 0.039750
1670, 0.023639
1671, 0.103588
1672, 0.037809
1673, 0.023693
1674, 0.110192
1675, 0.039360
1676, 0.025172
1677, 0.103790
1678, 0.038731
1679, 0.026063
1680, 0.103625
1681, 0.036576
1682, 0.025311
1683, 0.102587
1684, 0.037754
1685, 0.023516
1686, 0.102374
1687, 0.036158
1688, 0.023150
1689, 0.110702
1690, 0.037876
1691, 0.024096
1692, 0.105558
1693, 0.040076
1694, 0.024903
1695, 0.110559
1696, 0.037621
1697, 0.023363
1698, 0.122248
1699, 0.037344
1700, 0.024462
1701, 0.103197
1702, 0.038472
1703, 0.024459
1704, 0.105155
1705, 0.038218
1706, 0.028418
1707, 0.109163
1708, 0.038753
1709, 0.024755
1710, 0.103075
1711, 0.035620
1712, 0.025421
1713, 0.102444
1714, 0.036919
1715, 0.026217
1716, 0.105130
1717, 0.037196
1718, 0.026681
1719, 0.103737
1720, 0.037016
1721, 0.024383
1722, 0.120162
1723, 0.036794
1724, 0.025969
1725, 0.118370
1726, 0.037193
1727, 0.023714
1728, 0.106395
1729, 0.038426
1730, 0.024751
1731, 0.103895
1732, 0.037957
1733, 0.023993
1734, 0.107963
1735, 0.041154
1736, 0.024320
1737, 0.117360
1738, 0.039007
1739, 0.023352
1740, 0.108250
1741, 0.038685
1742, 0.025471
1743, 0.115285
1744, 0.038994
1745, 0.024223
1746, 0.106112
1747, 0.039686
1748, 0.025164
1749, 0.103037
1750, 0.037979
1751, 0.024062
1752, 0.103132
1753, 0.040232
1754, 0.023879
1755, 0.109652
1756, 0.041415
1757, 0.023717
1758, 0.104742
1759, 0.040949
1760, 0.028120
1761, 0.103540
1762, 0.037058
1763, 0.023921
1764, 0.105457
1765, 0.038217
1766, 0.023531
1767, 0.102596
1768, 0.036927
1769, 0.023317
1770, 0.104702
1771, 0.039299
1772, 0.023894
1773, 0.104513
1774, 0.038210
1775, 0.023304
1776, 0.102151
1777, 0.036608
1778, 0.023315
1779, 0.102534
1780, 0.039590
1781, 0.024856
1782, 0.111798
1783, 0.037468
1784, 0.023175
1785, 0.102678
1786, 0.036786
1787, 0.025513
1788, 0.105628
1789, 0.038371
1790, 0.026032
1791, 0.110959
1792, 0.038554
1793, 0.024257
1794, 0.105073
1795, 0.038440
1796, 0.023022
1797, 0.103210
1798, 0.036831
1799, 0.025925
1800, 0.103856
1801, 0.039299
1802, 0.027066
1803, 0.103322
1804, 0.037488
1805, 0.023138
1806, 0.103593
1807, 0.038151
1808, 0.024857
1809, 0.105143
1810, 0.037959
1811, 0.023271
1812, 0.101154
1813, 0.038052
1814, 0.024174
1815, 0.100761
1816, 0.036505
1817, 0.024773
1818, 0.102570
1819, 0.036214
1820, 0.023499
1821, 0.109869
1822, 0.036081
1823, 0.023841
1824, 0.100082
1825, 0.036398
1826, 0.024288
1827, 0.122718
1828, 0.040418
1829, 0.024401
1830, 0.102665
1831, 0.037987
1832, 0.024849
1833, 0.102489
1834, 0.036440
1835, 0.024125
1836, 0.102955
1837, 0.037587
1838, 0.024334
1839, 0.102270
1840, 0.037397
1841, 0.026955
1842, 0.102458
1843, 0.038303
1844, 0.024204
1845, 0.101873
1846, 0.039449
1847, 0.026527
1848, 0.103212
1849, 0.036797
1850, 0.023975
1851, 0.112390
1852, 0.037573
1853, 0.024573
1854, 0.110351
1855, 0.037996
1856, 0.027229
1857, 0.102447
1858, 0.036511
1859, 0.023505
1860, 0.099404
1861, 0.038433
1862, 0.025988
1863, 0.107458
1864, 0.037435
1865, 0.023772
1866, 0.104463
1867, 0.037544
1868, 0.024403
1869, 0.100279
1870, 0.038094
1871, 0.024091
1872, 0.101951
1873, 0.037264
1874, 0.024043
1875, 0.098857
1876, 0.040469
1877, 0.024960
1878, 0.100487
1879, 0.039881
1880, 0.026054
1881, 0.101874
1882, 0.037449
1883, 0.024538
1884, 0.106226
1885, 0.037848
1886, 0.025967
1887, 0.099749
1888, 0.036416
1889, 0.023717
1890, 0.102749
1891, 0.041336
1892, 0.023783
1893, 0.104161
1894, 0.037290
1895, 0.025161
1896, 0.109163
1897, 0.036552
1898, 0.027790
1899, 0.103143
1900, 0.035794
1901, 0.024594
1902, 0.100043
1903, 0.036257
1904, 0.025033
1905, 0.099364
1906, 0.036115
1907, 0.024825
1908, 0.103729
1909, 0.034533
1910, 0.026390
1911, 0.104590
1912, 0.036649
1913, 0.025793
1914, 0.102310
1915, 0.035427
1916, 0.025562
1917, 0.110884
1918, 0.035980
1919, 0.025941
1920, 0.106747
1921, 0.036289
1922, 0.028568
1923, 0.109383
1924, 0.034917
1925, 0.025890
1926, 0.099084
1927, 0.036292
1928, 0.025242
1929, 0.100727
1930, 0.034311
1931, 0.026452
1932, 0.107478
1933, 0.035453
1934, 0.028602
1935, 0.103955
1936, 0.034571
1937, 0.027218
1938, 0.112972
1939, 0.036338
1940, 0.025382
1941, 0.118053
1942, 0.036499
1943, 0.025330
1944, 0.102366
1945, 0.035875
1946, 0.029229
1947, 0.108489
1948, 0.037013
1949, 0.027638
1950, 0.116522
1951, 0.037896
1952, 0.025516
1953, 0.111441
1954, 0.036811
1955, 0.026405
1956, 0.103835
1957, 0.038815
1958, 0.024154
1959, 0.110298
1960, 0.039096
1961, 0.025600
1962, 0.109991
1963, 0.039854
1964, 0.024795
1965, 0.101125
1966, 0.040352
1967, 0.024684
1968, 0.110949
1969, 0.039041
1970, 0.024874
1971, 0.102009
1972, 0.036826
1973, 0.025032
1974, 0.106778
1975, 0.038918
1976, 0.026216
1977, 0.102034
1978, 0.038149
1979, 0.027110
1980, 0.101416
1981, 0.035455
1982, 0.026542
1983, 0.099235
1984, 0.036966
1985, 0.024283
1986, 0.098867
1987, 0.034994
1988, 0.024096
1989, 0.108144
1990, 0.036765
1991, 0.025286
1992, 0.103621
1993, 0.040439
1994, 0.025763
1995, 0.107327
1996, 0.036614
1997, 0.024486
1998, 0.118557
1999, 0.036453
2000, 0.025529
2001, 0.100174
2002, 0.037868
2003, 0.025506
2004, 0.101576
2005, 0.038127
2006, 0.029845
2007, 0.106287
2008, 0.038465
2009, 0.025770
2010, 0.100627
2011, 0.034634
2012, 0.026163
2013, 0.099352
2014, 0.035795
2015, 0.026928
2016, 0.102300
2017, 0.036156
2018, 0.027468
2019, 0.101275
2020, 0.036314
2021, 0.025200
2022, 0.117566
2023, 0.035914
2024, 0.027094
2025, 0.116934
2026, 0.036154
2027, 0.024806
2028, 0.104402
2029, 0.037734
2030, 0.025494
2031, 0.101713
2032, 0.036845
2033, 0.024777
2034, 0.106885
2035, 0.041367
2036, 0.025254
2037, 0.113709
2038, 0.038131
2039, 0.024494
2040, 0.105142
2041, 0.038245
2042, 0.026511
2043, 0.113308
2044, 0.038210
2045, 0.025145
2046, 0.104643
2047, 0.039589
2048, 0.026279
2049, 0.100483
2050, 0.037153
2051, 0.025106
2052, 0.101104
2053, 0.039689
2054, 0.024674
2055, 0.108466
2056, 0.041195
2057, 0.024531
2058, 0.102693
2059, 0.040288
2060, 0.028859
2061, 0.101755
2062, 0.036008
2063, 0.024644
2064, 0.102013
2065, 0.037318
2066, 0.024035
2067, 0.100696
2068, 0.035947
2069, 0.024355
2070, 0.103284
2071, 0.039314
2072, 0.024780
2073, 0.104353
2074, 0.037852
2075, 0.024277
2076, 0.099470
2077, 0.035859
2078, 0.024323
2079, 0.100479
2080, 0.039810
2081, 0.025995
2082, 0.109051
2083, 0.037166
2084, 0.023919
2085, 0.100421
2086, 0.036570
2087, 0.026451
2088, 0.101447
2089, 0.038188
2090, 0.027078
2091, 0.107173
2092, 0.037726
2093, 0.025237
2094, 0.102963
2095, 0.037883
2096, 0.023938
2097, 0.100952
2098, 0.035938
2099, 0.026865
2100, 0.102931
2101, 0.039504
2102, 0.028078
2103, 0.101402
2104, 0.036810
2105, 0.024126
2106, 0.102374
2107, 0.037303
2108, 0.025459
2109, 0.101475
2110, 0.037422
2111, 0.023906
2112, 0.097595
2113, 0.037274
2114, 0.025131
2115, 0.097437
2116, 0.035256
2117, 0.025610
2118, 0.100718
2119, 0.035222
2120, 0.024341
2121, 0.107563
2122, 0.035303
2123, 0.024676
2124, 0.095986
2125, 0.035584
2126, 0.025271
2127, 0.121195
2128, 0.040997
2129, 0.025523
2130, 0.101309
2131, 0.037696
2132, 0.025853
2133, 0.101222
2134, 0.035605
2135, 0.025262
2136, 0.102370
2137, 0.037037
2138, 0.025275
2139, 0.098807
2140, 0.036824
2141, 0.027950
2142, 0.101215
2143, 0.037483
2144, 0.025003
2145, 0.099379
2146, 0.038930
2147, 0.027261
2148, 0.099932
2149, 0.035677
2150, 0.024918
2151, 0.111112
2152, 0.036470
2153, 0.025268
2154, 0.106689
2155, 0.037230
2156, 0.028027
2157, 0.101186
2158, 0.035320
2159, 0.024395
2160, 0.095585
2161, 0.037781
2162, 0.027152
2163, 0.107200
2164, 0.036814
2165, 0.024646
2166, 0.104595
2167, 0.036757
2168, 0.025140
2169, 0.096584
2170, 0.037599
2171, 0.024864
2172, 0.097245
2173, 0.036149
2174, 0.025034
2175, 0.095318
2176, 0.040178
2177, 0.025906
2178, 0.097255
2179, 0.039529
2180, 0.027146
2181, 0.101090
2182, 0.036512
2183, 0.025509
2184, 0.104284
2185, 0.037265
2186, 0.026733
2187, 0.095886
2188, 0.035215
2189, 0.024353
2190, 0.100953
2191, 0.041050
2192, 0.024558
2193, 0.101213
2194, 0.036593
2195, 0.026188
2196, 0.106193
2197, 0.036120
2198, 0.029249
2199, 0.102423
2200, 0.035145
2201, 0.024926
2202, 0.096917
2203, 0.035739
2204, 0.025863
2205, 0.095584
2206, 0.035494
2207, 0.025602
2208, 0.104057
2209, 0.033570
2210, 0.027264
2211, 0.100402
2212, 0.035849
2213, 0.026364
2214, 0.100405
2215, 0.034238
2216, 0.026053
2217, 0.108055
2218, 0.035031
2219, 0.026822
2220, 0.103931
2221, 0.035876
2222, 0.029172
2223, 0.108299
2224, 0.033791
2225, 0.026592
2226, 0.095612
2227, 0.035468
2228, 0.025990
2229, 0.097930
2230, 0.033355
2231, 0.027208
2232, 0.106063
2233, 0.034894
2234, 0.029672
2235, 0.104101
2236, 0.033580
2237, 0.027612
2238, 0.110186
2239, 0.035980
2240, 0.026087
2241, 0.115193
2242, 0.035857
2243, 0.025932
2244, 0.101629
2245, 0.035338
2246, 0.030626
2247, 0.108575
2248, 0.036466
2249, 0.028282
2250, 0.113395
2251, 0.037334
2252, 0.025947
2253, 0.111277
2254, 0.036200
2255, 0.027234
2256, 0.102673
2257, 0.038573
2258, 0.025025
2259, 0.108386
2260, 0.039025
2261, 0.026751
2262, 0.109296
2263, 0.039271
2264, 0.025515
2265, 0.099627
2266, 0.040017
2267, 0.025690
2268, 0.108967
2269, 0.038528
2270, 0.025969
2271, 0.101433
2272, 0.036011
2273, 0.026327
2274, 0.102916
2275, 0.038497
2276, 0.026666
2277, 0.100691
2278, 0.037777
2279, 0.027924
2280, 0.099720
2281, 0.034430
2282, 0.027685
2283, 0.095619
2284, 0.036399
2285, 0.024502
2286, 0.095270
2287, 0.034045
2288, 0.024645
2289, 0.106068
2290, 0.035801
2291, 0.026259
2292, 0.103209
2293, 0.041335
2294, 0.025917
2295, 0.104673
2296, 0.035859
2297, 0.025401
2298, 0.115740
2299, 0.035654
2300, 0.026284
2301, 0.097506
2302, 0.037427
2303, 0.026183
2304, 0.098040
2305, 0.038416
2306, 0.030892
2307, 0.103653
2308, 0.038410
2309, 0.026718
2310, 0.098383
2311, 0.033784
2312, 0.026310
2313, 0.096128
2314, 0.034809
2315, 0.027159
2316, 0.099657
2317, 0.035253
2318, 0.027967
2319, 0.098870
2320, 0.035796
2321, 0.025866
2322, 0.115382
2323, 0.035202
2324, 0.028295
2325, 0.116192
2326, 0.035143
2327, 0.025735
2328, 0.102734
2329, 0.037130
2330, 0.025758
2331, 0.100051
2332, 0.035808
2333, 0.025234
2334, 0.105621
2335, 0.041922
2336, 0.025993
2337, 0.110794
2338, 0.037419
2339, 0.025456
2340, 0.102232
2341, 0.038064
2342, 0.027561
2343, 0.111731
2344, 0.037616
2345, 0.025685
2346, 0.103168
2347, 0.039722
2348, 0.027242
2349, 0.098106
2350, 0.036398
2351, 0.025950
2352, 0.099479
2353, 0.039150
2354, 0.025089
2355, 0.107189
2356, 0.041070
2357, 0.025032
2358, 0.100672
2359, 0.039765
2360, 0.029057
2361, 0.100685
2362, 0.035048
2363, 0.025125
2364, 0.098830
2365, 0.036605
2366, 0.024117
2367, 0.099289
2368, 0.035074
2369, 0.025303
2370, 0.102297
2371, 0.039636
2372, 0.025557
2373, 0.105184
2374, 0.037784
2375, 0.025120
2376, 0.096837
2377, 0.035200
2378, 0.025203
2379, 0.098787
2380, 0.040280
2381, 0.027220
2382, 0.107234
2383, 0.037001
2384, 0.024383
2385, 0.098554
2386, 0.036456
2387, 0.027300
2388, 0.097730
2389, 0.038077
2390, 0.028149
2391, 0.104215
2392, 0.036733
2393, 0.026152
2394, 0.101390
2395, 0.037194
2396, 0.024625
2397, 0.099031
2398, 0.034988
2399, 0.027535
2400, 0.102707
2401, 0.039907
2402, 0.028933
2403, 0.099452
2404, 0.036167
2405, 0.024930
2406, 0.101686
2407, 0.036398
2408, 0.025581
2409, 0.098220
2410, 0.037084
2411, 0.024237
2412, 0.093477
2413, 0.036596
2414, 0.026035
2415, 0.093850
2416, 0.033910
2417, 0.026203
2418, 0.099096
2419, 0.034303
2420, 0.024966
2421, 0.105747
2422, 0.034601
2423, 0.025316
2424, 0.091478
2425, 0.034777
2426, 0.026159
2427, 0.119842
2428, 0.041887
2429, 0.026567
2430, 0.100648
2431, 0.037452
2432, 0.026704
2433, 0.100286
2434, 0.034668
2435, 0.026321
2436, 0.102432
2437, 0.036357
2438, 0.025992
2439, 0.095338
2440, 0.036194
2441, 0.028292
2442, 0.100316
2443, 0.036518
2444, 0.025584
2445, 0.096860
2446, 0.038277
2447, 0.027676
2448, 0.096769
2449, 0.034418
2450, 0.025739
2451, 0.110021
2452, 0.035168
2453, 0.025638
2454, 0.102632
2455, 0.036339
2456, 0.028354
2457, 0.099984
2458, 0.033920
2459, 0.025103
2460, 0.091219
2461, 0.037133
2462, 0.028350
2463, 0.107472
2464, 0.036225
2465, 0.025367
2466, 0.105329
2467, 0.035881
2468, 0.025665
2469, 0.092554
2470, 0.036987
2471, 0.025493
2472, 0.092638
2473, 0.034807
2474, 0.025958
2475, 0.091378
2476, 0.039832
2477, 0.026767
2478, 0.093790
2479, 0.039219
2480, 0.028245
2481, 0.100610
2482, 0.035490
2483, 0.026451
2484, 0.102149
2485, 0.036585
2486, 0.027282
2487, 0.091738
2488, 0.033791
2489, 0.024802
2490, 0.098862
2491, 0.040623
2492, 0.025225
2493, 0.098124
2494, 0.035747
2495, 0.027254
2496, 0.103541
2497, 0.035638
2498, 0.031011
2499, 0.102284
2500, 0.034313
2501, 0.024957
2502, 0.093387
2503, 0.035139
2504, 0.026662
2505, 0.091333
2506, 0.034651
2507, 0.026305
2508, 0.104873
2509, 0.032284
2510, 0.028108
2511, 0.096417
2512, 0.034740
2513, 0.026753
2514, 0.098525
2515, 0.032646
2516, 0.026303
2517, 0.104957
2518, 0.033706
2519, 0.027761
2520, 0.101198
2521, 0.035201
2522, 0.029512
2523, 0.107540
2524, 0.032240
2525, 0.027239
2526, 0.091653
2527, 0.034292
2528, 0.026724
2529, 0.094756
2530, 0.032062
2531, 0.028026
2532, 0.104788
2533, 0.034097
2534, 0.030936
2535, 0.104565
2536, 0.032145
2537, 0.027730
2538, 0.107163
2539, 0.035365
2540, 0.026801
2541, 0.112594
2542, 0.034823
2543, 0.026489
2544, 0.101075
2545, 0.034495
2546, 0.032486
2547, 0.109319
2548, 0.035569
2549, 0.028853
2550, 0.110364
2551, 0.036290
2552, 0.026227
2553, 0.111728
2554, 0.035212
2555, 0.028067
2556, 0.101579
2557, 0.038102
2558, 0.025854
2559, 0.106853
2560, 0.038840
2561, 0.028066
2562, 0.109209
2563, 0.038259
2564, 0.026240
2565, 0.098192
2566, 0.039252
2567, 0.026768
2568, 0.107012
2569, 0.037677
2570, 0.027203
2571, 0.101129
2572, 0.034756
2573, 0.027839
2574, 0.098485
2575, 0.037589
2576, 0.027071
2577, 0.099149
2578, 0.037216
2579, 0.028910
2580, 0.097869
2581, 0.032926
2582, 0.029035
2583, 0.091361
2584, 0.035604
2585, 0.024629
2586, 0.091041
2587, 0.032702
2588, 0.025204
2589, 0.103789
2590, 0.034314
2591, 0.027422
2592, 0.103210
2593, 0.042585
2594, 0.026014
2595, 0.101800
2596, 0.034704
2597, 0.026424
2598, 0.112876
2599, 0.034292
2600, 0.027266
2601, 0.094473
2602, 0.036507
2603, 0.026920
2604, 0.094043
2605, 0.038595
2606, 0.032042
2607, 0.100717
2608, 0.038250
2609, 0.027872
2610, 0.095737
2611, 0.032502
2612, 0.026369
2613, 0.092315
2614, 0.033362
2615, 0.027411
2616, 0.096638
2617, 0.033933
2618, 0.028574
2619, 0.096025
2620, 0.034991
2621, 0.026642
2622, 0.112904
2623, 0.034052
2624, 0.029830
2625, 0.115862
2626, 0.033475
2627, 0.026735
2628, 0.100861
2629, 0.035938
2630, 0.025996
2631, 0.098302
2632, 0.034106
2633, 0.025749
2634, 0.103785
2635, 0.042401
2636, 0.026835
2637, 0.107819
2638, 0.036097
2639, 0.026515
2640, 0.098991
2641, 0.037502
2642, 0.028992
2643, 0.110066
2644, 0.036433
2645, 0.026233
2646, 0.101372
2647, 0.039509
2648, 0.028417
2649, 0.095365
2650, 0.035096
2651, 0.026915
2652, 0.097647
2653, 0.038109
2654, 0.025538
2655, 0.105341
2656, 0.040578
2657, 0.025605
2658, 0.098158
2659, 0.038761
2660, 0.029324
2661, 0.099625
2662, 0.033501
2663, 0.025697
2664, 0.095188
2665, 0.035385
2666, 0.024233
2667, 0.097747
2668, 0.033572
2669, 0.026470
2670, 0.101200
2671, 0.039770
2672, 0.026591
2673, 0.106529
2674, 0.037479
2675, 0.026136
2676, 0.093751
2677, 0.033934
2678, 0.026305
2679, 0.096846
2680, 0.040529
2681, 0.028806
2682, 0.105486
2683, 0.036441
2684, 0.024917
2685, 0.096388
2686, 0.035892
2687, 0.028459
2688, 0.093498
2689, 0.037492
2690, 0.029457
2691, 0.101043
2692, 0.034912
2693, 0.027176
2694, 0.099691
2695, 0.035793
2696, 0.025348
2697, 0.096804
2698, 0.033251
2699, 0.028442
2700, 0.102604
2701, 0.040108
2702, 0.030000
2703, 0.097134
2704, 0.035009
2705, 0.025792
2706, 0.100942
2707, 0.034842
2708, 0.025821
2709, 0.094474
2710, 0.036365
2711, 0.024671
2712, 0.088670
2713, 0.035362
2714, 0.027277
2715, 0.089618
2716, 0.031696
2717, 0.026982
2718, 0.097168
2719, 0.032720
2720, 0.025779
2721, 0.103683
2722, 0.033263
2723, 0.026242
2724, 0.086311
2725, 0.033201
2726, 0.027474
2727, 0.118412
2728, 0.042406
2729, 0.027920
2730, 0.099901
2731, 0.036512
2732, 0.027860
2733, 0.099153
2734, 0.032851
2735, 0.027592
2736, 0.102517
2737, 0.034846
2738, 0.026862
2739, 0.091100
2740, 0.034763
2741, 0.028774
2742, 0.099201
2743, 0.034700
2744, 0.026317
2745, 0.093670
2746, 0.036872
2747, 0.028294
2748, 0.092973
2749, 0.032244
2750, 0.026731
2751, 0.108648
2752, 0.032783
2753, 0.026206
2754, 0.098017
2755, 0.034551
2756, 0.029025
2757, 0.098410
2758, 0.031524
2759, 0.025984
2760, 0.086024
2761, 0.035742
2762, 0.030165
2763, 0.107818
2764, 0.034888
2765, 0.026310
2766, 0.106208
2767, 0.034058
2768, 0.026610
2769, 0.087760
2770, 0.035502
2771, 0.026473
2772, 0.087276
2773, 0.032363
2774, 0.027251
2775, 0.086597
2776, 0.038691
2777, 0.028032
2778, 0.089504
2779, 0.038188
2780, 0.029868
2781, 0.099817
2782, 0.033530
2783, 0.027745
2784, 0.099534
2785, 0.035087
2786, 0.028193
2787, 0.086744
2788, 0.031313
2789, 0.025459
2790, 0.095882
2791, 0.039419
2792, 0.026243
2793, 0.094389
2794, 0.033925
2795, 0.028922
2796, 0.100455
2797, 0.034358
2798, 0.033782
2799, 0.101911
2800, 0.032599
2801, 0.025196
2802, 0.089049
2803, 0.033806
2804, 0.027914
2805, 0.086295
2806, 0.032893
2807, 0.027359
2808, 0.105547
2809, 0.029879
2810, 0.029653
2811, 0.091642
2812, 0.032553
2813, 0.027577
2814, 0.096016
2815, 0.029840
2816, 0.026864
2817, 0.101269
2818, 0.031293
2819, 0.029489
2820, 0.097915
2821, 0.033532
2822, 0.030438
2823, 0.106347
2824, 0.029498
2825, 0.028285
2826, 0.086790
2827, 0.032014
2828, 0.027876
2829, 0.090752
2830, 0.029561
2831, 0.029597
2832, 0.103136
2833, 0.032269
2834, 0.033089
2835, 0.104659
2836, 0.029570
2837, 0.028188
2838, 0.103588
2839, 0.033886
2840, 0.028062
2841, 0.109126
2842, 0.032603
2843, 0.027575
2844, 0.099962
2845, 0.032481
2846, 0.035485
2847, 0.110063
2848, 0.033585
2849, 0.029667
2850, 0.106376
2851, 0.034021
2852, 0.026768
2853, 0.112236
2854, 0.032900
2855, 0.029382
2856, 0.099932
2857, 0.036538
2858, 0.026977
2859, 0.104886
2860, 0.037636
2861, 0.030224
2862, 0.109124
2863, 0.035889
2864, 0.027383
2865, 0.096104
2866, 0.037327
2867, 0.028369
2868, 0.104299
2869, 0.035407
2870, 0.029044
2871, 0.100480
2872, 0.031905
2873, 0.030198
2874, 0.093547
2875, 0.035533
2876, 0.028122
2877, 0.097248
2878, 0.035609
2879, 0.030590
2880, 0.095320
2881, 0.030017
2882, 0.031173
2883, 0.086251
2884, 0.033752
2885, 0.025227
2886, 0.085930
2887, 0.029951
2888, 0.026427
2889, 0.100448
2890, 0.031485
2891, 0.029725
2892, 0.102794
2893, 0.043567
2894, 0.026861
2895, 0.097855
2896, 0.031982
2897, 0.028009
2898, 0.109512
2899, 0.031502
2900, 0.029375
2901, 0.090720
2902, 0.034176
2903, 0.028298
2904, 0.089210
2905, 0.037684
2906, 0.034122
2907, 0.097352
2908, 0.037268
2909, 0.029591
2910, 0.092088
2911, 0.029867
2912, 0.026986
2913, 0.087576
2914, 0.030518
2915, 0.028320
2916, 0.092794
2917, 0.031366
2918, 0.029888
2919, 0.092366
2920, 0.033160
2921, 0.027905
2922, 0.109194
2923, 0.031506
2924, 0.032327
2925, 0.115353
2926, 0.030250
2927, 0.028112
2928, 0.098145
2929, 0.033217
2930, 0.026721
2931, 0.096068
2932, 0.030737
2933, 0.026796
2934, 0.100852
2935, 0.041725
2936, 0.028239
2937, 0.104138
2938, 0.032885
2939, 0.028168
2940, 0.095070
2941, 0.035401
2942, 0.031570
2943, 0.107681
2944, 0.033121
2945, 0.027359
2946, 0.099356
2947, 0.037975
2948, 0.030527
2949, 0.091869
2950, 0.032216
2951, 0.028569
2952, 0.095216
2953, 0.035799
2954, 0.026528
2955, 0.102192
2956, 0.038812
2957, 0.026742
2958, 0.094527
2959, 0.036156
2960, 0.030283
2961, 0.097901
2962, 0.030214
2963, 0.026850
2964, 0.090486
2965, 0.032386
2966, 0.025115
2967, 0.095362
2968, 0.030193
2969, 0.028676
2970, 0.099750
2971, 0.038755
2972, 0.028578
2973, 0.107736
2974, 0.035582
2975, 0.027832
2976, 0.089859
2977, 0.030828
2978, 0.028336
2979, 0.094001
2980, 0.039689
2981, 0.031250
2982, 0.103434
2983, 0.034444
2984, 0.026068
2985, 0.093154
2986, 0.034034
2987, 0.030700
2988, 0.087960
2989, 0.035574
2990, 0.031267
2991, 0.096670
2992, 0.031548
2993, 0.028328
2994, 0.097410
2995, 0.032995
2996, 0.026363
2997, 0.093822
2998, 0.029723
2999, 0.030697
3000, 0.102065
3001, 0.039242
3002, 0.031841
3003, 0.094614
3004, 0.032416
3005, 0.026914
3006, 0.099840
3007, 0.031992
3008, 0.027100
3009, 0.089757
3010, 0.034252
3011, 0.025716
3012, 0.083289
3013, 0.032705
3014, 0.029456
3015, 0.084633
3016, 0.027784
3017, 0.028544
3018, 0.094751
3019, 0.029275
3020, 0.027300
3021, 0.101093
3022, 0.030157
3023, 0.028412
3024, 0.080401
3025, 0.029942
3026, 0.029919
3027, 0.116294
3028, 0.041334
3029, 0.029755
3030, 0.098326
3031, 0.033899
3032, 0.029284
3033, 0.097569
3034, 0.029206
3035, 0.029496
3036, 0.101902
3037, 0.031786
3038, 0.028201
3039, 0.085592
3040, 0.031640
3041, 0.029913
3042, 0.097478
3043, 0.031263
3044, 0.027398
3045, 0.089252
3046, 0.034081
3047, 0.029402
3048, 0.088176
3049, 0.028312
3050, 0.028061
3051, 0.106249
3052, 0.028638
3053, 0.027461
3054, 0.093117
3055, 0.031060
3056, 0.030766
3057, 0.096395
3058, 0.027444
3059, 0.027261
3060, 0.080061
3061, 0.032766
3062, 0.033573
3063, 0.107585
3064, 0.031509
3065, 0.027537
3066, 0.106394
3067, 0.030328
3068, 0.028362
3069, 0.082161
3070, 0.032426
3071, 0.028052
3072, 0.081018
3073, 0.028422
3074, 0.029119
3075, 0.080894
3076, 0.035925
3077, 0.029733
3078, 0.084071
3079, 0.035377
3080, 0.031619
3081, 0.097854
3082, 0.029582
3083, 0.029186
3084, 0.096678
3085, 0.032093
3086, 0.029538
3087, 0.080665
3088, 0.027165
3089, 0.026386
3090, 0.091149
3091, 0.037137
3092, 0.027868
3093, 0.089928
3094, 0.030622
3095, 0.031717
3096, 0.097173
3097, 0.031423
3098, 0.037495
3099, 0.100354
3100, 0.029375
3101, 0.025764
3102, 0.083821
3103, 0.031002
3104, 0.029951
3105, 0.080502
3106, 0.029840
3107, 0.028955
3108, 0.104756
3109, 0.025792
3110, 0.031920
3111, 0.085660
3112, 0.028970
3113, 0.028478
3114, 0.092172
3115, 0.025672
3116, 0.027891
3117, 0.097512
3118, 0.027746
3119, 0.032058
3120, 0.094180
3121, 0.030604
3122, 0.031562
3123, 0.103926
3124, 0.025429
3125, 0.029661
3126, 0.080945
3127, 0.028415
3128, 0.029248
3129, 0.085773
3130, 0.025430
3131, 0.031761
3132, 0.100988
3133, 0.028933
3134, 0.035916
3135, 0.103083
3136, 0.025766
3137, 0.029020
3138, 0.100086
3139, 0.031141
3140, 0.030054
3141, 0.104336
3142, 0.028920
3143, 0.028759
3144, 0.097190
3145, 0.028876
3146, 0.038675
3147, 0.109871
3148, 0.030244
3149, 0.030046
3150, 0.100913
3151, 0.030671
3152, 0.027349
3153, 0.112005
3154, 0.029343
3155, 0.031031
3156, 0.096730
3157, 0.033617
3158, 0.027848
3159, 0.101853
3160, 0.035134
3161, 0.033093
3162, 0.108304
3163, 0.032102
3164, 0.028091
3165, 0.092167
3166, 0.034469
3167, 0.030064
3168, 0.100165
3169, 0.031657
3170, 0.030579
3171, 0.098096
3172, 0.027657
3173, 0.032575
3174, 0.089525
3175, 0.032461
3176, 0.028863
3177, 0.094376
3178, 0.032808
3179, 0.032091
3180, 0.091053
3181, 0.025935
3182, 0.033618
3183, 0.080221
3184, 0.030716
3185, 0.026109
3186, 0.079742
3187, 0.025942
3188, 0.028286
3189, 0.095326
3190, 0.027896
3191, 0.032431
3192, 0.100435
3193, 0.043705
3194, 0.027320
3195, 0.092065
3196, 0.028100
3197, 0.029410
3198, 0.106772
3199, 0.027849
3200, 0.031661
3201, 0.085608
3202, 0.030923
3203, 0.029584
3204, 0.083397
3205, 0.036184
3206, 0.036218
3207, 0.093477
3208, 0.035560
3209, 0.031256
3210, 0.086495
3211, 0.026242
3212, 0.027710
3213, 0.081432
3214, 0.026526
3215, 0.029421
3216, 0.087448
3217, 0.027671
3218, 0.031589
