kl,wkl
8, 1.308974
9, -2.148676
1, -0.913050
2, 0.465309
3, -1.351894
4, -0.473505
5, -4.113440
6, 3.143116
7, 0.275994
8, 1.323439
9, -2.144819
1, -0.918434
2, 0.466395
3, -1.350931
4, -0.489712
5, -4.110169
6, 3.146013
7, 0.267367
8, 1.325180
9, -2.143277
1, -0.896213
2, 0.453001
3, -1.353049
4, -0.472597
5, -4.120486
6, 3.144382
7, 0.303181
8, 1.303591
9, -2.146690
1, -0.911168
2, 0.461869
3, -1.350645
4, -0.477598
5, -4.117521
6, 3.145185
7, 0.279020
8, 1.317919
9, -2.142807
1, -0.916910
2, 0.463004
3, -1.348494
4, -0.493553
5, -4.114369
6, 3.151164
7, 0.269049
8, 1.319889
9, -2.139071
1, -0.893740
2, 0.449425
3, -1.350842
4, -0.476351
5, -4.124450
6, 3.149420
7, 0.304341
8, 1.299208
9, -2.142648
1, -0.908770
2, 0.459555
3, -1.348385
4, -0.481476
5, -4.120996
6, 3.150259
7, 0.281164
8, 1.314827
9, -2.138859
1, -0.914513
2, 0.460719
3, -1.346570
4, -0.497145
5, -4.117819
6, 3.155210
7, 0.271995
8, 1.316686
9, -2.135962
1, -0.894482
2, 0.453811
3, -1.352786
4, -0.477108
5, -4.124729
6, 3.148993
7, 0.304482
8, 1.305483
9, -2.146042
1, -0.909364
2, 0.464229
3, -1.350396
4, -0.482414
5, -4.121015
6, 3.149845
7, 0.281287
8, 1.321720
9, -2.142317
1, -0.914936
2, 0.465350
3, -1.348792
4, -0.498431
5, -4.117793
6, 3.154454
7, 0.271875
8, 1.323613
9, -2.139608
1, -0.893794
2, 0.451530
3, -1.350448
4, -0.482113
5, -4.128459
6, 3.153176
7, 0.308043
8, 1.299971
9, -2.142440
1, -0.908992
2, 0.460842
3, -1.347950
4, -0.487075
5, -4.125419
6, 3.153992
7, 0.284379
8, 1.314471
9, -2.138551
1, -0.914580
2, 0.461960
3, -1.346197
4, -0.503028
5, -4.122226
6, 3.158994
7, 0.274781
8, 1.316392
9, -2.135541
1, -0.893160
2, 0.454214
3, -1.352197
4, -0.483093
5, -4.129436
6, 3.153410
7, 0.307452
8, 1.304576
9, -2.144693
1, -0.908789
2, 0.461992
3, -1.349542
4, -0.487508
5, -4.127239
6, 3.154160
7, 0.283705
8, 1.316395
9, -2.140659
1, -0.914407
2, 0.463113
3, -1.347636
4, -0.503526
5, -4.124044
6, 3.159596
7, 0.273800
8, 1.318370
9, -2.137298
1, -0.898217
2, 0.460534
3, -1.356521
4, -0.480559
5, -4.127702
6, 3.146992
7, 0.305215
8, 1.313367
9, -2.154537
1, -0.913223
2, 0.470098
3, -1.354044
4, -0.485642
5, -4.124463
6, 3.147831
7, 0.281904
8, 1.328224
9, -2.150690
1, -0.919435
2, 0.471346
3, -1.350934
4, -0.500533
5, -4.121472
6, 3.155287
7, 0.272479
8, 1.330117
9, -2.145971
1, -0.899418
2, 0.465798
3, -1.358204
4, -0.479022
5, -4.127434
6, 3.147474
7, 0.305091
8, 1.321079
9, -2.157816
1, -0.914459
2, 0.474208
3, -1.355739
4, -0.483909
5, -4.124701
6, 3.148275
7, 0.281159
8, 1.334460
9, -2.153893
1, -0.920489
2, 0.475365
3, -1.352647
4, -0.499194
5, -4.121770
6, 3.156113
7, 0.271097
8, 1.336390
9, -2.148734
1, -0.900796
2, 0.468807
3, -1.358999
4, -0.478710
5, -4.128591
6, 3.149505
7, 0.303771
8, 1.325509
9, -2.159274
1, -0.916416
2, 0.475527
3, -1.356312
4, -0.482837
5, -4.126815
6, 3.150215
7, 0.280259
8, 1.335625
9, -2.155228
1, -0.922244
2, 0.476651
3, -1.353626
4, -0.498498
5, -4.123795
6, 3.157432
7, 0.270021
8, 1.337600
9, -2.150511
1, -0.905389
2, 0.471278
3, -1.359689
4, -0.477937
5, -4.130349
6, 3.150036
7, 0.303240
8, 1.327010
9, -2.162460
1, -0.920514
2, 0.478938
3, -1.357161
4, -0.482557
5, -4.128009
6, 3.150808
7, 0.279384
8, 1.339092
9, -2.158472
1, -0.926444
2, 0.480187
3, -1.355161
4, -0.497625
5, -4.124836
6, 3.155891
7, 0.270847
8, 1.340889
9, -2.155592
1, -0.909267
2, 0.474078
3, -1.360604
4, -0.477462
5, -4.132007
6, 3.149502
7, 0.304624
8, 1.328877
9, -2.166296
1, -0.924906
2, 0.480128
3, -1.357923
4, -0.481437
5, -4.130469
6, 3.150183
7, 0.280825
8, 1.338083
9, -2.162216
1, -0.930478
2, 0.481277
3, -1.356525
4, -0.497028
5, -4.127252
6, 3.154094
7, 0.272316
8, 1.339839
9, -2.160082
1, -0.910155
2, 0.468809
3, -1.358666
4, -0.480144
5, -4.137610
6, 3.152316
7, 0.307955
8, 1.317973
9, -2.163836
1, -0.925426
2, 0.476887
3, -1.356048
4, -0.484643
5, -4.135231
6, 3.153087
7, 0.284846
8, 1.330197
9, -2.159874
1, -0.931046
2, 0.478005
3, -1.354046
4, -0.500377
5, -4.132100
6, 3.158691
7, 0.275299
8, 1.332097
9, -2.156473
1, -0.909842
2, 0.471869
3, -1.361502
4, -0.479323
5, -4.138193
6, 3.151289
7, 0.306759
8, 1.322993
9, -2.167535
1, -0.924014
2, 0.480119
3, -1.359401
4, -0.484664
5, -4.135083
6, 3.152080
7, 0.281432
8, 1.337737
9, -2.163781
1, -0.930468
2, 0.481475
3, -1.355903
4, -0.499020
5, -4.132067
6, 3.159860
7, 0.272485
8, 1.339617
9, -2.158932
1, -0.910874
2, 0.469461
3, -1.358071
4, -0.482155
5, -4.142407
6, 3.157995
7, 0.308254
8, 1.317685
9, -2.162889
1, -0.926196
2, 0.476989
3, -1.355470
4, -0.486620
5, -4.140213
6, 3.158752
7, 0.284493
8, 1.329360
9, -2.158856
1, -0.931593
2, 0.478078
3, -1.354069
4, -0.502531
5, -4.137005
6, 3.162882
7, 0.275423
8, 1.331189
9, -2.156502
1, -0.914378
2, 0.476670
3, -1.365466
4, -0.477901
5, -4.139020
6, 3.146578
7, 0.304536
8, 1.328808
9, -2.175775
1, -0.929496
2, 0.484838
3, -1.362853
4, -0.482494
5, -4.136539
6, 3.147371
7, 0.281594
8, 1.341205
9, -2.171810
1, -0.935413
2, 0.486029
3, -1.360278
4, -0.497657
5, -4.133489
6, 3.153971
7, 0.272319
8, 1.343070
9, -2.167773
1, -0.916577
2, 0.478953
3, -1.365450
4, -0.477598
5, -4.141024
6, 3.148463
7, 0.306226
8, 1.330333
9, -2.177083
1, -0.931425
2, 0.487689
3, -1.362966
4, -0.482569
5, -4.138099
6, 3.149295
7, 0.282817
8, 1.344106
9, -2.173168
1, -0.937256
2, 0.488859
3, -1.360562
4, -0.497841
5, -4.135035
6, 3.155591
7, 0.273554
8, 1.345965
9, -2.169349
1, -0.920598
2, 0.484562
3, -1.367692
4, -0.476526
5, -4.140533
6, 3.146469
7, 0.305427
8, 1.337743
9, -2.182990
1, -0.935123
2, 0.492357
3, -1.365372
4, -0.481543
5, -4.137841
6, 3.147270
7, 0.280857
8, 1.350928
9, -2.179066
1, -0.941316
2, 0.493441
3, -1.361202
4, -0.496438
5, -4.135233
6, 3.157299
7, 0.270307
8, 1.352774
9, -2.171963
1, -0.924125
2, 0.490201
3, -1.369934
4, -0.473824
5, -4.139496
6, 3.145812
7, 0.301138
8, 1.346963
9, -2.187623
1, -0.938455
2, 0.498518
3, -1.367640
4, -0.478979
5, -4.136503
6, 3.146637
7, 0.277171
8, 1.360875
9, -2.183786
1, -0.943961
2, 0.499596
3, -1.365546
4, -0.494775
5, -4.133410
6, 3.152644
7, 0.267476
8, 1.362774
9, -2.180099
1, -0.925598
2, 0.492269
3, -1.370603
4, -0.475165
5, -4.141234
6, 3.147243
7, 0.300739
8, 1.349501
9, -2.189260
1, -0.940811
2, 0.498303
3, -1.367976
4, -0.479275
5, -4.139604
6, 3.147953
7, 0.277167
8, 1.358851
9, -2.185189
1, -0.946918
2, 0.499543
3, -1.364929
4, -0.494028
5, -4.136611
6, 3.155313
7, 0.268040
8, 1.360703
9, -2.180636
1, -0.929936
2, 0.493491
3, -1.370379
4, -0.473874
5, -4.143792
6, 3.148846
7, 0.301328
8, 1.348842
9, -2.191319
1, -0.944784
2, 0.501225
3, -1.367790
4, -0.478444
5, -4.141411
6, 3.149643
7, 0.278575
8, 1.360692
9, -2.187351
1, -0.950875
2, 0.502428
3, -1.364563
4, -0.493291
5, -4.138479
6, 3.157509
7, 0.269108
8, 1.362562
9, -2.182336
1, -0.933503
2, 0.497782
3, -1.371757
4, -0.471933
5, -4.144191
6, 3.148664
7, 0.300823
8, 1.354080
9, -2.195470
1, -0.948173
2, 0.505837
3, -1.369217
4, -0.476644
5, -4.141604
6, 3.149479
7, 0.278178
8, 1.366514
9, -2.191549
1, -0.954088
2, 0.506964
3, -1.366110
4, -0.491800
5, -4.138714
6, 3.157441
7, 0.268318
8, 1.368394
9, -2.186369
1, -0.936285
2, 0.501484
3, -1.372602
4, -0.470879
5, -4.145154
6, 3.149813
7, 0.300679
8, 1.358433
9, -2.198170
1, -0.950832
2, 0.509086
3, -1.370142
4, -0.475652
5, -4.142660
6, 3.150620
7, 0.277350
8, 1.370624
9, -2.194225
1, -0.956235
2, 0.510163
3, -1.368428
4, -0.491459
5, -4.139510
6, 3.155634
7, 0.268153
8, 1.372457
9, -2.191307
1, -0.936483
2, 0.495301
3, -1.369239
4, -0.476122
5, -4.151050
6, 3.155005
7, 0.304740
8, 1.344929
9, -2.192810
1, -0.951295
2, 0.502651
3, -1.366696
4, -0.480682
5, -4.148787
6, 3.155787
7, 0.281407
8, 1.356506
9, -2.188805
1, -0.956912
2, 0.503715
3, -1.364007
4, -0.496393
5, -4.145811
6, 3.163309
7, 0.270996
8, 1.358479
9, -2.183821
1, -0.934415
2, 0.488252
3, -1.365170
4, -0.480185
5, -4.156951
6, 3.162471
7, 0.307255
8, 1.333556
9, -2.185695
1, -0.949333
2, 0.496041
3, -1.362581
4, -0.484703
5, -4.154593
6, 3.163255
7, 0.284323
8, 1.345530
9, -2.181715
1, -0.954556
2, 0.497083
3, -1.361211
4, -0.500759
5, -4.151387
6, 3.167467
7, 0.275064
8, 1.347378
9, -2.179286
1, -0.934680
2, 0.486538
3, -1.364317
4, -0.482857
5, -4.160885
6, 3.164670
7, 0.309882
8, 1.328905
9, -2.184727
1, -0.949367
2, 0.495249
3, -1.361839
4, -0.487783
5, -4.157964
6, 3.165501
7, 0.286646
8, 1.342686
9, -2.180807
1, -0.955263
2, 0.496458
3, -1.359296
4, -0.502724
5, -4.154900
6, 3.171945
7, 0.277540
8, 1.344554
9, -2.176880
1, -0.935224
2, 0.488551
3, -1.364275
4, -0.482895
5, -4.162724
6, 3.167018
7, 0.311446
8, 1.331175
9, -2.185304
1, -0.950078
2, 0.496983
3, -1.361711
4, -0.487553
5, -4.160080
6, 3.167822
7, 0.288785
8, 1.344039
9, -2.181392
1, -0.955687
2, 0.498132
3, -1.359857
4, -0.502901
5, -4.156935
6, 3.172895
7, 0.279867
8, 1.345866
9, -2.178445
1, -0.936635
2, 0.486015
3, -1.361855
4, -0.486546
5, -4.167337
6, 3.171180
7, 0.315211
8, 1.323387
9, -2.182152
1, -0.950640
2, 0.495366
3, -1.359765
4, -0.492162
5, -4.163587
6, 3.172018
7, 0.290670
8, 1.339773
9, -2.178489
1, -0.956099
2, 0.496458
3, -1.357881
4, -0.507752
5, -4.160470
6, 3.177398
7, 0.281267
8, 1.341654
9, -2.175244
1, -0.936286
2, 0.482511
3, -1.358983
4, -0.491952
5, -4.171591
6, 3.176519
7, 0.318115
8, 1.315716
9, -2.177294
1, -0.951131
2, 0.491267
3, -1.356488
4, -0.496844
5, -4.168706
6, 3.177342
7, 0.294654
8, 1.329553
9, -2.173350
1, -0.956248
2, 0.492293
3, -1.355325
4, -0.512894
5, -4.165487
6, 3.180987
7, 0.285513
8, 1.331386
9, -2.171274
1, -0.939390
2, 0.489106
3, -1.363739
4, -0.490544
5, -4.169713
6, 3.169832
7, 0.316765
8, 1.325478
9, -2.186872
1, -0.954014
2, 0.497401
3, -1.361343
4, -0.495535
5, -4.166882
6, 3.170650
7, 0.292683
8, 1.339139
9, -2.182926
1, -0.959561
2, 0.498469
3, -1.358846
4, -0.511004
5, -4.163904
6, 3.177613
7, 0.282653
8, 1.341070
9, -2.178411
1, -0.939141
2, 0.484270
3, -1.360005
4, -0.495159
5, -4.174922
6, 3.176714
7, 0.319203
8, 1.315654
9, -2.180485
1, -0.953939
2, 0.493105
3, -1.357518
4, -0.500103
5, -4.171970
6, 3.177544
7, 0.295689
8, 1.329693
9, -2.176534
1, -0.959513
2, 0.494237
3, -1.355454
4, -0.515342
5, -4.168873
6, 3.183187
7, 0.286467
8, 1.331567
9, -2.173119
1, -0.941352
2, 0.490761
3, -1.364012
4, -0.492697
5, -4.173207
6, 3.172517
7, 0.318158
8, 1.325502
9, -2.188052
1, -0.955690
2, 0.499400
3, -1.361747
4, -0.497973
5, -4.170028
6, 3.173351
7, 0.293680
8, 1.340249
9, -2.184186
1, -0.961183
2, 0.500467
3, -1.359383
4, -0.513474
5, -4.167017
6, 3.180022
7, 0.283722
8, 1.342184
9, -2.179899
1, -0.943538
2, 0.495197
3, -1.365841
4, -0.492726
5, -4.173213
6, 3.172429
7, 0.316250
8, 1.332469
9, -2.191805
1, -0.958316
2, 0.503115
3, -1.363338
4, -0.497480
5, -4.170667
6, 3.173234
7, 0.292667
8, 1.345103
9, -2.187812
1, -0.963564
2, 0.504162
3, -1.361676
4, -0.513224
5, -4.167526
6, 3.178222
7, 0.283260
8, 1.346980
9, -2.184831
1, -0.944020
2, 0.496755
3, -1.366828
4, -0.493225
5, -4.175105
6, 3.172950
7, 0.317048
8, 1.334175
9, -2.193738
1, -0.958361
2, 0.506367
3, -1.364497
4, -0.498572
5, -4.171521
6, 3.173819
7, 0.293804
8, 1.349755
9, -2.189960
1, -0.963812
2, 0.507486
3, -1.362739
4, -0.513852
5, -4.168385
6, 3.178747
7, 0.284955
8, 1.351571
9, -2.187106
1, -0.944966
2, 0.494909
3, -1.364381
4, -0.497813
5, -4.179089
6, 3.177349
7, 0.320700
8, 1.327716
9, -2.190221
1, -0.959111
2, 0.504879
3, -1.362185
4, -0.503420
5, -4.175137
6, 3.178219
7, 0.297007
8, 1.344415
9, -2.186543
1, -0.964482
2, 0.505981
3, -1.360543
4, -0.518763
5, -4.171989
6, 3.182912
7, 0.288135
8, 1.346236
9, -2.183829
1, -0.946351
2, 0.495818
3, -1.363317
4, -0.501471
5, -4.181682
6, 3.180266
7, 0.323129
8, 1.326621
9, -2.189184
1, -0.960708
2, 0.505842
3, -1.361002
4, -0.506891
5, -4.177898
6, 3.181140
7, 0.299961
8, 1.342796
9, -2.185449
1, -0.966986
2, 0.507037
3, -1.356706
4, -0.521130
5, -4.175187
6, 3.190885
7, 0.290027
8, 1.344687
9, -2.178650
1, -0.947508
2, 0.500426
3, -1.362884
4, -0.500890
5, -4.182057
6, 3.184466
7, 0.322523
8, 1.333657
9, -2.188956
1, -0.962605
2, 0.507248
3, -1.360307
4, -0.505278
5, -4.180074
6, 3.185215
7, 0.298704
8, 1.344420
9, -2.184891
1, -0.967976
2, 0.508347
3, -1.358615
4, -0.520616
5, -4.176934
6, 3.190047
7, 0.289700
8, 1.346263
9, -2.182055
1, -0.950371
2, 0.498853
3, -1.361561
4, -0.502959
5, -4.186457
6, 3.187093
7, 0.324996
8, 1.327228
9, -2.187961
1, -0.965201
2, 0.506696
3, -1.359069
4, -0.507715
5, -4.183942
6, 3.187892
7, 0.301169
8, 1.339828
9, -2.183956
1, -0.970860
2, 0.507905
3, -1.357160
4, -0.522446
5, -4.180793
6, 3.192861
7, 0.292710
8, 1.341637
9, -2.181103
1, -0.951902
2, 0.500573
3, -1.362419
4, -0.502971
5, -4.188326
6, 3.187458
7, 0.325784
8, 1.328844
9, -2.190279
1, -0.967037
2, 0.507360
3, -1.359835
4, -0.507329
5, -4.186372
6, 3.188202
7, 0.301901
8, 1.339554
9, -2.186201
1, -0.972049
2, 0.508370
3, -1.358670
4, -0.523222
5, -4.183170
6, 3.191896
7, 0.292815
8, 1.341385
9, -2.184089
1, -0.952582
2, 0.503466
3, -1.366270
4, -0.501483
5, -4.188646
6, 3.183409
7, 0.324902
8, 1.333302
9, -2.196616
1, -0.966836
2, 0.511773
3, -1.364032
4, -0.506764
5, -4.185568
6, 3.184238
7, 0.300210
8, 1.347692
9, -2.192739
1, -0.972117
2, 0.512841
3, -1.362316
4, -0.522230
5, -4.182440
6, 3.189264
7, 0.290995
8, 1.349556
9, -2.189744
1, -0.949810
2, 0.503718
3, -1.367435
4, -0.502754
5, -4.190405
6, 3.184795
7, 0.323803
8, 1.336138
9, -2.197273
1, -0.964384
2, 0.511597
3, -1.365053
4, -0.507727
5, -4.187717
6, 3.185608
7, 0.299521
8, 1.349264
9, -2.193305
1, -0.969469
2, 0.512628
3, -1.363774
4, -0.523388
5, -4.184540
6, 3.189545
7, 0.290628
8, 1.351068
9, -2.191069
1, -0.951829
2, 0.506296
3, -1.369111
4, -0.503387
5, -4.191720
6, 3.183495
7, 0.324110
8, 1.339049
9, -2.201198
1, -0.966877
2, 0.512939
3, -1.366554
4, -0.507798
5, -4.189773
6, 3.184244
7, 0.300096
8, 1.349651
9, -2.197117
1, -0.971961
2, 0.513969
3, -1.365233
4, -0.523437
5, -4.186604
6, 3.188308
7, 0.291187
8, 1.351456
9, -2.194802
1, -0.953231
2, 0.506869
3, -1.370439
4, -0.503738
5, -4.194072
6, 3.182832
7, 0.324390
8, 1.338870
9, -2.204032
1, -0.967322
2, 0.515483
3, -1.368253
4, -0.509166
5, -4.190753
6, 3.183674
7, 0.299825
8, 1.353886
9, -2.200221
1, -0.972651
2, 0.516520
3, -1.365978
4, -0.524671
5, -4.187737
6, 3.190294
7, 0.289805
8, 1.355836
9, -2.195943
1, -0.954598
2, 0.513507
3, -1.375350
4, -0.501710
5, -4.191567
6, 3.178374
7, 0.320123
8, 1.350777
9, -2.211683
1, -0.969084
2, 0.521100
3, -1.372949
4, -0.506627
5, -4.188991
6, 3.179188
7, 0.296084
8, 1.363377
9, -2.207699
1, -0.974327
2, 0.522194
3, -1.371568
4, -0.521855
5, -4.185814
6, 3.183202
7, 0.287693
8, 1.365127
9, -2.205488
1, -0.956200
2, 0.515416
3, -1.376885
4, -0.502124
5, -4.193192
6, 3.177414
7, 0.320493
8, 1.352863
9, -2.215108
1, -0.970790
2, 0.522296
3, -1.374465
4, -0.506848
5, -4.190964
6, 3.178198
7, 0.296117
8, 1.364357
9, -2.211066
1, -0.976386
2, 0.523390
3, -1.371677
4, -0.521816
5, -4.188039
6, 3.185656
7, 0.286418
8, 1.366253
9, -2.206234
1, -0.959647
2, 0.514427
3, -1.374563
4, -0.504027
5, -4.197564
6, 3.182589
7, 0.321652
8, 1.347387
9, -2.212309
1, -0.973915
2, 0.522501
3, -1.372240
4, -0.509150
5, -4.194665
6, 3.183423
7, 0.297556
8, 1.361022
9, -2.208385
1, -0.979349
2, 0.523536
3, -1.369519
4, -0.524459
5, -4.191748
6, 3.191088
7, 0.287280
8, 1.362981
9, -2.203240
1, -0.960471
2, 0.512207
3, -1.371637
4, -0.507230
5, -4.202087
6, 3.189155
7, 0.323381
8, 1.341316
9, -2.207290
1, -0.974967
2, 0.520844
3, -1.369167
4, -0.512185
5, -4.199135
6, 3.190000
7, 0.300397
8, 1.355010
9, -2.203374
1, -0.980080
2, 0.521862
3, -1.367420
4, -0.527807
5, -4.196025
6, 3.195338
7, 0.290799
8, 1.356920
9, -2.200095
1, -0.961829
2, 0.517192
3, -1.374770
4, -0.506286
5, -4.201532
6, 3.186671
7, 0.322647
8, 1.348771
9, -2.212921
1, -0.976215
2, 0.525693
3, -1.372352
4, -0.511368
5, -4.198529
6, 3.187525
7, 0.299291
8, 1.362573
9, -2.208996
1, -0.981020
2, 0.526672
3, -1.371552
4, -0.527122
5, -4.195318
6, 3.190148
7, 0.290973
8, 1.364268
9, -2.207611
1, -0.962216
2, 0.518945
3, -1.376096
4, -0.507551
5, -4.203361
6, 3.185419
7, 0.325066
8, 1.350258
9, -2.215848
1, -0.977030
2, 0.526160
3, -1.373532
4, -0.512130
5, -4.201130
6, 3.186212
7, 0.301714
8, 1.361631
9, -2.211807
1, -0.982671
2, 0.527260
3, -1.370572
4, -0.526974
5, -4.198236
6, 3.193999
7, 0.291936
8, 1.363538
9, -2.206677
1, -0.961824
2, 0.519330
3, -1.375876
4, -0.506926
5, -4.205862
6, 3.188899
7, 0.325153
8, 1.350903
9, -2.215127
1, -0.975776
2, 0.527227
3, -1.373719
4, -0.512292
5, -4.202825
6, 3.189729
7, 0.300151
8, 1.365054
9, -2.211262
1, -0.981383
2, 0.528274
3, -1.370523
4, -0.527303
5, -4.200022
6, 3.198284
7, 0.289783
8, 1.366990
9, -2.205353
1, -0.963621
2, 0.523421
3, -1.377275
4, -0.505817
5, -4.205893
6, 3.190116
7, 0.322555
8, 1.358036
9, -2.217811
1, -0.978127
2, 0.530656
3, -1.374842
4, -0.510615
5, -4.203499
6, 3.190921
7, 0.298647
8, 1.369961
9, -2.213801
1, -0.982879
2, 0.531616
3, -1.374016
4, -0.526538
5, -4.200282
6, 3.193691
7, 0.290058
8, 1.371696
9, -2.212307
1, -0.962792
2, 0.524978
3, -1.380039
4, -0.505656
5, -4.207183
6, 3.187429
7, 0.323132
8, 1.360767
9, -2.222224
1, -0.977223
2, 0.533204
3, -1.377586
4, -0.510633
5, -4.204346
6, 3.188275
7, 0.300055
8, 1.373921
9, -2.218301
1, -0.983040
2, 0.534417
3, -1.374743
4, -0.525031
5, -4.201344
6, 3.195310
7, 0.291145
8, 1.375779
9, -2.213948
1, -0.965481
2, 0.525639
3, -1.378015
4, -0.506573
5, -4.210571
6, 3.191871
7, 0.326323
8, 1.358194
9, -2.220502
1, -0.979900
2, 0.532695
3, -1.375656
4, -0.511460
5, -4.208179
6, 3.192671
7, 0.301812
8, 1.370189
9, -2.216493
1, -0.985173
2, 0.533805
3, -1.374196
4, -0.526533
5, -4.205008
6, 3.196843
7, 0.293416
8, 1.371955
9, -2.214169
1, -0.970312
2, 0.529170
3, -1.379685
4, -0.505961
5, -4.211423
6, 3.189245
7, 0.326823
8, 1.361537
9, -2.226507
1, -0.984720
2, 0.536833
3, -1.377270
4, -0.510914
5, -4.208789
6, 3.190075
7, 0.303116
8, 1.374146
9, -2.222533
1, -0.989798
2, 0.537844
3, -1.375562
4, -0.526476
5, -4.205689
6, 3.195308
7, 0.293732
8, 1.376015
9, -2.219378
1, -0.974239
2, 0.531973
3, -1.380275
4, -0.506746
5, -4.213134
6, 3.189333
7, 0.327556
8, 1.363252
9, -2.229621
1, -0.989028
2, 0.538646
3, -1.377685
4, -0.511125
5, -4.211158
6, 3.190100
7, 0.304574
8, 1.373622
9, -2.225597
1, -0.994319
2, 0.539704
3, -1.375586
4, -0.526341
5, -4.208116
6, 3.196137
7, 0.295203
8, 1.375495
9, -2.221879
1, -0.975554
2, 0.533026
3, -1.380924
4, -0.505885
5, -4.215396
6, 3.190317
7, 0.328843
8, 1.363523
9, -2.231449
1, -0.990437
2, 0.538955
3, -1.378378
4, -0.510204
5, -4.213676
6, 3.191056
7, 0.304924
8, 1.373051
9, -2.227358
1, -0.995454
2, 0.539980
3, -1.377085
4, -0.525687
5, -4.210512
6, 3.195046
7, 0.296250
8, 1.374824
9, -2.225122
1, -0.977940
2, 0.536972
3, -1.385962
4, -0.502707
5, -4.214459
6, 3.183400
7, 0.326896
8, 1.369560
9, -2.240654
1, -0.992668
2, 0.543014
3, -1.383450
4, -0.507129
5, -4.212645
6, 3.184154
7, 0.302952
8, 1.379383
9, -2.236571
1, -0.997750
2, 0.544046
3, -1.381932
4, -0.522541
5, -4.209514
6, 3.188756
7, 0.294150
8, 1.381171
9, -2.233943
1, -0.983618
2, 0.539040
3, -1.386620
4, -0.502632
5, -4.216568
6, 3.182153
7, 0.327804
8, 1.369249
9, -2.245104
1, -0.998199
2, 0.545644
3, -1.384110
4, -0.507201
5, -4.214498
6, 3.182940
7, 0.304233
8, 1.379926
9, -2.241047
1, -1.003253
2, 0.546649
3, -1.382375
4, -0.522720
5, -4.211411
6, 3.188267
7, 0.294979
8, 1.381766
9, -2.237870
1, -0.982901
2, 0.530767
3, -1.382645
4, -0.507659
5, -4.223165
6, 3.188067
7, 0.332134
8, 1.352771
9, -2.238363
1, -0.996445
2, 0.539334
3, -1.380612
4, -0.513401
5, -4.219533
6, 3.188929
7, 0.307136
8, 1.368583
9, -2.234611
1, -1.001433
2, 0.540317
3, -1.378845
4, -0.529014
5, -4.216459
6, 3.194459
7, 0.297579
8, 1.370465
9, -2.231226
1, -0.982357
2, 0.534005
3, -1.384789
4, -0.508575
5, -4.223221
6, 3.188090
7, 0.329885
8, 1.359776
9, -2.241292
1, -0.996567
2, 0.541502
3, -1.382445
4, -0.513616
5, -4.220562
6, 3.188922
7, 0.305653
8, 1.372561
9, -2.237295
1, -1.001875
2, 0.542553
3, -1.380116
4, -0.528671
5, -4.217580
6, 3.195527
7, 0.296230
8, 1.374428
9, -2.233160
1, -0.982900
2, 0.536667
3, -1.386215
4, -0.507663
5, -4.224096
6, 3.188775
7, 0.329042
8, 1.364249
9, -2.243708
1, -0.997571
2, 0.543129
3, -1.383688
4, -0.512157
5, -4.222117
6, 3.189548
7, 0.305374
8, 1.374674
9, -2.239631
1, -1.002393
2, 0.544081
3, -1.382232
4, -0.528037
5, -4.218983
6, 3.194346
7, 0.295888
8, 1.376546
9, -2.236765
1, -0.981948
2, 0.536480
3, -1.387500
4, -0.507900
5, -4.226469
6, 3.189157
7, 0.328805
8, 1.364308
9, -2.245248
1, -0.996296
2, 0.543988
3, -1.385069
4, -0.512816
5, -4.223897
6, 3.189990
7, 0.305134
8, 1.376695
9, -2.241237
1, -1.001302
2, 0.544988
3, -1.383402
4, -0.528284
5, -4.220807
6, 3.195142
7, 0.295953
8, 1.378529
9, -2.238179
1, -0.985625
2, 0.536954
3, -1.386374
4, -0.510338
5, -4.230002
6, 3.191740
7, 0.330798
8, 1.360674
9, -2.244786
1, -1.000021
2, 0.544128
3, -1.383940
4, -0.515159
5, -4.227600
6, 3.192555
7, 0.306895
8, 1.372586
9, -2.240744
1, -1.006049
2, 0.545322
3, -1.379892
4, -0.529174
5, -4.224825
6, 3.201966
7, 0.297418
8, 1.374462
9, -2.234381
1, -0.987124
2, 0.539365
3, -1.385942
4, -0.508299
5, -4.231396
6, 3.195293
7, 0.330177
8, 1.364151
9, -2.244852
1, -1.001352
2, 0.547656
3, -1.383505
4, -0.513343
5, -4.228456
6, 3.196157
7, 0.307164
8, 1.377561
9, -2.240911
1, -1.006358
2, 0.548666
3, -1.381949
4, -0.528765
5, -4.225345
6, 3.200950
7, 0.298161
8, 1.379377
9, -2.238113
1, -0.989535
2, 0.540691
3, -1.385474
4, -0.510280
5, -4.234108
6, 3.197076
7, 0.332509
8, 1.363094
9, -2.245311
1, -1.003526
2, 0.549475
3, -1.383161
4, -0.515628
5, -4.230750
6, 3.197961
7, 0.309147
8, 1.377761
9, -2.241447
1, -1.009093
2, 0.550562
3, -1.380158
4, -0.530360
5, -4.227872
6, 3.205908
7, 0.299427
8, 1.379660
9, -2.236204
1, -0.992460
2, 0.542310
3, -1.383348
4, -0.512028
5, -4.236967
6, 3.202392
7, 0.334406
8, 1.362306
9, -2.242913
1, -1.007104
2, 0.548956
3, -1.380803
4, -0.516520
5, -4.234928
6, 3.203172
7, 0.311026
8, 1.372917
9, -2.238850
1, -1.011843
2, 0.549900
3, -1.379597
4, -0.532350
5, -4.231772
6, 3.207203
7, 0.301876
8, 1.374740
9, -2.236521
1, -0.992272
