kl,wkl
1, -0.578948
2, -0.218393
3, -0.492590
4, -0.626648
5, -2.294932
6, 1.520579
7, 0.147849
8, 0.527755
9, -0.706016
1, -0.547892
2, -0.238342
3, -0.505650
4, -0.617627
5, -2.300726
6, 1.516785
7, 0.181049
8, 0.506429
9, -0.719977
1, -0.566292
2, -0.211251
3, -0.515842
4, -0.621005
5, -2.295753
6, 1.514915
7, 0.161035
8, 0.535895
9, -0.731062
1, -0.579157
2, -0.220229
3, -0.490438
4, -0.629287
5, -2.301533
6, 1.531270
7, 0.148029
8, 0.526819
9, -0.705380
1, -0.549982
2, -0.230745
3, -0.508950
4, -0.612548
5, -2.307567
6, 1.520648
7, 0.177555
8, 0.516177
9, -0.724115
1, -0.568324
2, -0.203970
3, -0.518984
4, -0.615883
5, -2.302698
6, 1.518823
7, 0.157557
8, 0.545368
9, -0.735055
1, -0.581358
2, -0.213589
3, -0.492899
4, -0.624002
5, -2.308690
6, 1.535073
7, 0.144351
8, 0.535621
9, -0.708623
1, -0.550128
2, -0.231783
3, -0.507202
4, -0.613294
5, -2.314928
6, 1.530168
7, 0.177325
8, 0.516412
9, -0.723725
1, -0.568192
2, -0.204972
3, -0.517596
4, -0.616811
5, -2.309708
6, 1.528144
7, 0.157611
8, 0.545671
9, -0.735069
1, -0.581058
2, -0.214078
3, -0.492061
4, -0.625069
5, -2.315553
6, 1.544535
7, 0.144569
8, 0.536441
9, -0.709185
1, -0.550858
2, -0.228530
3, -0.508433
4, -0.611642
5, -2.321978
6, 1.537256
7, 0.175858
8, 0.521468
9, -0.726146
1, -0.569241
2, -0.201885
3, -0.518354
4, -0.614923
5, -2.317223
6, 1.535486
7, 0.155730
8, 0.550643
9, -0.737010
1, -0.581684
2, -0.209887
3, -0.494037
4, -0.623493
5, -2.322735
6, 1.552235
7, 0.143250
8, 0.542617
9, -0.712621
1, -0.549979
2, -0.230598
3, -0.506931
4, -0.614452
5, -2.328641
6, 1.548558
7, 0.177432
8, 0.520288
9, -0.726523
1, -0.568244
2, -0.203901
3, -0.517055
4, -0.617839
5, -2.323690
6, 1.546680
7, 0.157396
8, 0.549573
9, -0.737629
1, -0.580691
2, -0.211817
3, -0.492837
4, -0.626416
5, -2.329144
6, 1.563368
7, 0.144924
8, 0.541641
9, -0.713361
1, -0.549825
2, -0.228331
3, -0.508151
4, -0.614432
5, -2.335556
6, 1.557422
7, 0.177334
8, 0.524301
9, -0.729442
1, -0.567814
2, -0.201549
3, -0.518607
4, -0.618053
5, -2.330164
6, 1.555317
7, 0.157590
8, 0.553697
9, -0.740918
1, -0.580419
2, -0.209818
3, -0.493811
4, -0.626539
5, -2.335731
6, 1.572009
7, 0.144938
8, 0.545397
9, -0.716029
1, -0.549471
2, -0.227537
3, -0.508362
4, -0.615450
5, -2.342079
6, 1.566796
7, 0.177916
8, 0.526515
9, -0.731535
1, -0.567885
2, -0.200960
3, -0.518251
4, -0.618777
5, -2.337279
6, 1.565009
7, 0.157612
8, 0.555821
9, -0.742439
1, -0.580414
2, -0.209030
3, -0.493748
4, -0.627304
5, -2.342771
6, 1.581685
7, 0.145070
8, 0.547743
9, -0.717911
1, -0.548218
2, -0.231335
3, -0.505850
4, -0.619203
5, -2.348383
6, 1.578640
7, 0.180059
8, 0.523502
9, -0.731064
1, -0.566503
2, -0.204689
3, -0.515994
4, -0.622636
5, -2.343380
6, 1.576736
7, 0.159884
8, 0.552904
9, -0.742256
1, -0.579198
2, -0.212994
3, -0.491010
4, -0.631081
5, -2.348905
6, 1.593357
7, 0.147119
8, 0.544554
9, -0.717136
1, -0.548276
2, -0.231606
3, -0.505027
4, -0.620860
5, -2.355057
6, 1.588723
7, 0.180296
8, 0.524584
9, -0.732175
1, -0.566543
2, -0.204891
3, -0.515232
4, -0.624324
5, -2.349992
6, 1.586788
7, 0.160143
8, 0.554059
9, -0.743434
1, -0.578651
2, -0.211667
3, -0.492176
4, -0.633189
5, -2.354953
6, 1.603669
7, 0.148113
8, 0.547327
9, -0.720528
1, -0.548165
2, -0.225367
3, -0.509242
4, -0.618813
5, -2.361414
6, 1.595621
7, 0.180087
8, 0.532957
9, -0.738427
1, -0.566586
2, -0.199015
3, -0.519059
4, -0.622158
5, -2.356629
6, 1.593838
7, 0.159652
8, 0.562190
9, -0.749318
1, -0.578711
2, -0.205882
3, -0.495943
4, -0.631029
5, -2.361654
6, 1.610753
7, 0.147612
8, 0.555371
9, -0.726362
1, -0.546829
2, -0.225740
3, -0.509530
4, -0.621112
5, -2.367830
6, 1.606526
7, 0.181683
8, 0.534150
9, -0.740882
1, -0.565163
2, -0.199183
3, -0.519573
4, -0.624584
5, -2.362802
6, 1.604625
7, 0.161448
8, 0.563462
9, -0.751967
1, -0.577477
2, -0.206352
3, -0.495780
4, -0.633374
5, -2.367919
6, 1.621609
7, 0.149168
8, 0.556313
9, -0.728242
1, -0.545921
2, -0.225212
3, -0.509841
4, -0.622743
5, -2.374273
6, 1.616872
7, 0.183223
8, 0.535960
9, -0.743416
1, -0.564371
2, -0.198879
3, -0.519665
4, -0.626152
5, -2.369408
6, 1.615057
7, 0.162677
8, 0.565285
9, -0.754356
1, -0.576541
2, -0.205732
3, -0.496562
4, -0.635049
5, -2.374419
6, 1.631949
7, 0.150505
8, 0.558430
9, -0.731249
1, -0.545812
2, -0.222630
3, -0.511681
4, -0.623359
5, -2.380847
6, 1.626197
7, 0.182984
8, 0.540571
9, -0.747230
1, -0.564337
2, -0.196529
3, -0.521299
4, -0.626684
5, -2.376163
6, 1.624471
7, 0.162310
8, 0.569698
9, -0.757963
1, -0.576435
2, -0.203105
3, -0.498258
4, -0.635642
5, -2.381032
6, 1.641533
7, 0.150297
8, 0.563168
9, -0.735083
1, -0.546475
2, -0.216606
3, -0.515375
4, -0.621299
5, -2.387496
6, 1.633338
7, 0.181371
8, 0.549165
9, -0.752837
1, -0.564899
2, -0.190679
3, -0.524962
4, -0.624672
5, -2.382749
6, 1.631583
7, 0.160793
8, 0.578123
9, -0.763544
1, -0.576881
2, -0.197057
3, -0.502238
4, -0.633703
5, -2.387555
6, 1.648709
7, 0.148940
8, 0.571814
9, -0.741064
1, -0.546275
2, -0.212041
3, -0.518527
4, -0.620066
5, -2.394232
6, 1.641451
7, 0.181473
8, 0.555886
9, -0.758378
1, -0.565262
2, -0.186407
3, -0.527323
4, -0.623092
5, -2.390146
6, 1.640049
7, 0.160239
8, 0.584554
9, -0.768215
1, -0.577205
2, -0.192688
3, -0.504681
4, -0.632164
5, -2.394917
6, 1.657248
7, 0.148435
8, 0.578346
9, -0.745836
1, -0.543912
2, -0.218793
3, -0.514737
4, -0.625724
5, -2.399966
6, 1.655303
7, 0.185346
8, 0.549404
9, -0.756985
1, -0.562623
2, -0.192650
3, -0.524173
4, -0.629035
5, -2.395340
6, 1.653633
7, 0.164531
8, 0.578485
9, -0.767483
1, -0.574564
2, -0.198732
3, -0.501796
4, -0.638159
5, -2.399988
6, 1.670732
7, 0.152671
8, 0.572444
9, -0.745256
1, -0.542772
2, -0.218728
3, -0.515213
4, -0.628082
5, -2.406326
6, 1.666479
7, 0.187256
8, 0.550692
9, -0.759852
1, -0.561810
2, -0.192788
3, -0.524203
4, -0.631223
5, -2.402046
6, 1.664995
7, 0.165909
8, 0.579778
9, -0.769932
1, -0.573513
2, -0.198294
3, -0.502771
4, -0.640514
5, -2.406418
6, 1.682011
7, 0.154321
8, 0.574326
9, -0.748712
1, -0.541574
2, -0.219327
3, -0.515558
4, -0.631152
5, -2.412583
6, 1.678262
7, 0.189225
8, 0.551342
9, -0.762686
1, -0.560562
2, -0.193425
3, -0.524610
4, -0.634351
5, -2.408219
6, 1.676737
7, 0.167878
8, 0.580462
9, -0.772863
1, -0.572655
2, -0.199718
3, -0.501849
4, -0.643395
5, -2.412925
6, 1.693760
7, 0.155871
8, 0.574214
9, -0.750262
1, -0.542771
2, -0.212077
3, -0.519773
4, -0.627944
5, -2.419316
6, 1.684492
7, 0.186946
8, 0.561361
9, -0.768902
1, -0.561498
2, -0.186506
3, -0.528895
4, -0.631235
5, -2.414821
6, 1.682889
7, 0.165849
8, 0.590170
9, -0.779179
1, -0.573645
2, -0.192976
3, -0.505737
4, -0.640247
5, -2.419622
6, 1.700071
7, 0.153793
8, 0.583748
9, -0.756196
1, -0.542390
2, -0.208701
3, -0.521886
4, -0.626907
5, -2.426334
6, 1.693178
7, 0.186804
8, 0.567140
9, -0.773252
1, -0.561543
2, -0.183313
3, -0.530440
4, -0.629957
5, -2.422291
6, 1.691816
7, 0.165235
8, 0.595731
9, -0.782885
1, -0.573320
2, -0.188891
3, -0.508604
4, -0.639219
5, -2.426677
6, 1.708988
7, 0.153664
8, 0.590252
9, -0.761433
1, -0.540809
2, -0.211711
3, -0.520440
4, -0.630598
5, -2.432728
6, 1.705850
7, 0.189465
8, 0.565123
9, -0.774467
1, -0.559760
2, -0.186202
3, -0.529331
4, -0.633810
5, -2.428404
6, 1.704342
7, 0.168106
8, 0.593873
9, -0.784488
1, -0.571344
2, -0.191151
3, -0.508271
4, -0.643239
5, -2.432433
6, 1.721485
7, 0.156765
8, 0.589027
9, -0.763868
1, -0.540893
2, -0.206821
3, -0.524091
4, -0.630182
5, -2.439152
6, 1.714701
7, 0.189465
8, 0.572200
9, -0.780857
1, -0.560043
2, -0.181296
3, -0.532689
4, -0.633352
5, -2.434927
6, 1.713278
7, 0.167889
8, 0.600959
9, -0.790544
1, -0.571814
2, -0.186656
3, -0.510827
4, -0.642667
5, -2.439168
6, 1.730578
7, 0.156342
8, 0.595701
9, -0.769099
1, -0.541255
2, -0.199966
3, -0.528381
4, -0.627393
5, -2.445821
6, 1.721804
7, 0.188511
8, 0.581690
9, -0.787577
1, -0.560653
2, -0.175024
3, -0.536426
4, -0.630337
5, -2.442036
6, 1.720583
7, 0.166602
8, 0.609861
9, -0.796664
1, -0.572322
2, -0.180315
3, -0.515019
4, -0.639732
5, -2.446296
6, 1.737820
7, 0.155082
8, 0.604638
9, -0.775531
1, -0.542515
2, -0.190189
3, -0.534771
4, -0.621402
5, -2.452368
6, 1.725672
7, 0.185700
8, 0.594495
9, -0.795821
1, -0.561739
2, -0.165782
3, -0.542680
4, -0.624358
5, -2.448616
6, 1.724457
7, 0.163901
8, 0.622170
9, -0.804789
1, -0.573731
2, -0.171964
3, -0.520006
4, -0.633553
5, -2.453356
6, 1.741843
7, 0.152003
8, 0.616037
9, -0.782291
1, -0.544393
2, -0.181383
3, -0.539920
4, -0.614863
5, -2.459356
6, 1.729156
7, 0.181828
8, 0.606461
9, -0.802536
1, -0.563593
2, -0.157353
3, -0.547586
4, -0.617765
5, -2.455724
6, 1.727997
7, 0.160050
8, 0.633718
9, -0.811232
1, -0.574883
2, -0.161924
3, -0.527348
4, -0.627421
5, -2.459635
6, 1.745308
7, 0.149066
8, 0.629270
9, -0.791540
1, -0.543267
2, -0.180352
3, -0.541755
4, -0.615240
5, -2.466734
6, 1.739757
7, 0.183210
8, 0.609368
9, -0.807100
1, -0.562348
2, -0.156357
3, -0.549529
4, -0.618242
5, -2.462960
6, 1.738534
7, 0.161514
8, 0.636651
9, -0.815939
1, -0.573962
2, -0.161509
3, -0.528056
4, -0.627736
5, -2.467172
6, 1.756089
7, 0.150149
8, 0.631610
9, -0.794926
1, -0.542273
2, -0.179895
3, -0.542492
4, -0.615427
5, -2.474314
6, 1.750481
7, 0.184531
8, 0.611661
9, -0.810589
1, -0.561723
2, -0.155891
3, -0.549876
4, -0.618285
5, -2.470786
6, 1.749396
7, 0.162476
8, 0.638880
9, -0.818962
1, -0.573135
2, -0.160549
3, -0.529341
4, -0.627950
5, -2.474731
6, 1.766788
7, 0.151282
8, 0.634311
9, -0.798819
1, -0.543768
2, -0.170882
3, -0.548611
4, -0.610011
5, -2.481043
6, 1.755016
7, 0.181299
8, 0.623750
9, -0.818515
1, -0.563014
2, -0.147485
3, -0.555867
4, -0.612855
5, -2.477586
6, 1.753944
7, 0.159378
8, 0.650398
9, -0.826780
1, -0.574480
2, -0.152305
3, -0.534965
4, -0.622477
5, -2.481631
6, 1.771486
7, 0.148209
8, 0.645703
9, -0.806418
1, -0.540908
2, -0.179283
3, -0.544430
4, -0.615299
5, -2.487399
6, 1.769462
7, 0.185436
8, 0.615787
9, -0.816913
1, -0.560284
2, -0.155286
3, -0.551871
4, -0.618235
5, -2.483763
6, 1.768335
7, 0.163442
8, 0.643026
9, -0.825359
1, -0.571720
2, -0.159757
3, -0.531304
4, -0.627914
5, -2.487547
6, 1.785741
7, 0.152344
8, 0.638688
9, -0.805400
1, -0.539977
2, -0.179407
3, -0.544942
4, -0.616627
5, -2.494534
6, 1.780891
7, 0.186634
8, 0.617460
9, -0.820133
1, -0.559364
2, -0.155294
3, -0.552438
4, -0.619593
5, -2.490844
6, 1.779744
7, 0.164730
8, 0.644703
9, -0.828601
1, -0.570456
2, -0.159022
3, -0.533378
4, -0.629508
5, -2.494176
6, 1.796781
7, 0.154015
8, 0.641102
9, -0.810190
1, -0.539612
2, -0.171630
3, -0.551577
4, -0.612870
5, -2.500977
6, 1.786965
7, 0.186250
8, 0.627926
9, -0.829208
1, -0.559224
2, -0.147726
3, -0.558653
4, -0.615762
5, -2.497453
6, 1.785921
7, 0.164150
8, 0.654861
9, -0.837181
1, -0.570657
2, -0.152089
3, -0.538142
4, -0.625519
5, -2.501176
6, 1.803426
7, 0.153055
8, 0.650627
9, -0.817276
1, -0.540603
2, -0.162510
3, -0.557631
4, -0.607089
5, -2.507567
6, 1.791475
7, 0.184095
8, 0.639863
9, -0.837405
1, -0.560386
2, -0.139266
3, -0.564167
4, -0.609825
5, -2.504352
6, 1.790571
7, 0.161676
8, 0.666205
9, -0.844811
1, -0.571715
2, -0.143492
3, -0.544071
4, -0.619668
5, -2.508024
6, 1.808030
7, 0.150722
8, 0.662120
9, -0.825381
1, -0.540113
2, -0.163802
3, -0.557195
4, -0.608610
5, -2.515131
6, 1.803438
7, 0.184837
8, 0.640193
9, -0.839549
1, -0.559627
2, -0.140330
3, -0.564129
4, -0.611501
5, -2.511653
6, 1.802410
7, 0.162816
8, 0.666681
9, -0.847374
1, -0.570877
2, -0.144268
3, -0.544390
4, -0.621415
5, -2.515124
6, 1.819807
7, 0.151934
8, 0.662872
9, -0.828279
1, -0.538828
2, -0.164270
3, -0.557802
4, -0.609740
5, -2.522410
6, 1.814921
7, 0.186842
8, 0.641086
9, -0.842888
1, -0.558552
2, -0.140831
3, -0.564500
4, -0.612584
5, -2.519030
6, 1.813955
7, 0.164515
8, 0.667618
9, -0.850471
1, -0.569816
2, -0.144648
3, -0.544780
4, -0.622526
5, -2.522399
6, 1.831360
7, 0.153621
8, 0.663927
9, -0.831398
1, -0.538622
2, -0.160316
3, -0.560899
4, -0.607999
5, -2.529695
6, 1.823854
7, 0.186890
8, 0.647216
9, -0.848589
1, -0.558316
2, -0.137561
3, -0.567355
4, -0.610740
5, -2.526528
6, 1.822956
7, 0.164385
8, 0.673219
9, -0.855967
1, -0.569639
2, -0.141454
3, -0.547446
4, -0.620670
5, -2.529942
6, 1.840413
7, 0.153452
8, 0.669460
9, -0.836744
1, -0.539111
2, -0.152865
3, -0.566466
4, -0.602841
5, -2.536605
6, 1.829306
7, 0.184896
8, 0.657707
9, -0.856334
1, -0.558738
2, -0.130312
3, -0.572817
4, -0.605626
5, -2.533406
6, 1.828405
7, 0.162464
8, 0.683482
9, -0.863592
1, -0.570224
2, -0.134647
3, -0.552297
4, -0.615493
5, -2.537130
6, 1.846033
7, 0.151304
8, 0.679269
9, -0.843653
1, -0.540791
2, -0.145059
3, -0.571586
4, -0.597191
5, -2.543605
6, 1.834039
7, 0.181454
8, 0.668603
9, -0.863412
1, -0.560439
2, -0.122400
3, -0.577837
4, -0.599993
5, -2.540372
6, 1.833147
7, 0.159290
8, 0.694164
9, -0.870463
1, -0.571368
2, -0.125644
3, -0.559574
4, -0.610218
5, -2.543407
6, 1.850234
7, 0.148812
8, 0.691054
9, -0.852953
1, -0.540812
2, -0.136562
3, -0.578914
4, -0.591492
5, -2.550098
6, 1.838381
7, 0.180385
8, 0.679772
9, -0.872937
1, -0.560393
2, -0.114486
3, -0.584907
4, -0.594298
5, -2.546935
6, 1.837522
7, 0.158062
8, 0.704940
9, -0.879770
1, -0.571456
2, -0.117876
3, -0.565985
4, -0.604524
5, -2.550067
6, 1.855012
7, 0.147417
8, 0.701679
9, -0.861562
1, -0.538603
2, -0.144035
3, -0.575509
4, -0.596285
5, -2.556628
6, 1.852624
7, 0.183794
8, 0.672714
9, -0.872107
1, -0.558252
2, -0.121592
3, -0.581641
4, -0.599128
5, -2.553380
6, 1.851737
7, 0.161444
8, 0.698240
9, -0.879082
1, -0.569234
2, -0.124586
3, -0.563235
4, -0.609412
5, -2.556183
6, 1.868971
7, 0.150955
8, 0.695381
9, -0.861503
1, -0.539349
2, -0.135905
3, -0.581990
4, -0.591537
5, -2.562953
6, 1.857754
7, 0.181757
8, 0.683716
9, -0.880833
1, -0.559018
2, -0.114128
3, -0.587753
4, -0.594273
5, -2.559924
6, 1.856952
7, 0.159267
8, 0.708616
9, -0.887423
1, -0.570588
2, -0.118596
3, -0.566947
4, -0.604216
5, -2.563764
6, 1.874834
7, 0.147961
8, 0.704250
9, -0.867092
1, -0.539647
2, -0.136164
3, -0.581651
4, -0.590958
5, -2.571292
6, 1.868533
7, 0.180679
8, 0.685673
9, -0.882641
1, -0.559245
2, -0.114139
3, -0.587543
4, -0.593780
5, -2.568120
6, 1.867684
7, 0.158327
8, 0.710794
9, -0.889361
1, -0.570445
2, -0.117651
3, -0.568274
4, -0.603947
5, -2.571308
6, 1.885175
7, 0.147537
8, 0.707411
9, -0.870799
1, -0.537517
2, -0.144122
3, -0.577545
4, -0.595826
5, -2.577837
6, 1.882888
7, 0.184165
8, 0.677965
9, -0.881111
1, -0.557566
2, -0.121503
3, -0.583241
4, -0.598572
5, -2.574739
6, 1.882108
7, 0.161551
8, 0.703478
9, -0.887536
1, -0.568396
2, -0.124067
3, -0.565745
4, -0.608977
5, -2.577202
6, 1.898918
7, 0.151233
8, 0.701035
9, -0.870868
1, -0.537034
2, -0.143745
3, -0.579088
4, -0.597204
5, -2.584589
6, 1.893909
7, 0.184811
8, 0.679967
9, -0.885154
1, -0.557075
2, -0.121595
3, -0.584614
4, -0.599867
5, -2.581646
6, 1.893175
7, 0.162017
8, 0.705161
9, -0.891439
1, -0.568068
2, -0.124481
3, -0.566481
4, -0.610183
5, -2.584355
6, 1.910192
7, 0.151425
8, 0.702380
9, -0.873969
1, -0.536992
2, -0.141725
3, -0.581367
4, -0.596662
5, -2.591858
6, 1.903714
7, 0.184613
8, 0.683964
9, -0.889867
1, -0.556894
2, -0.119624
3, -0.586972
4, -0.599404
5, -2.588813
6, 1.902942
7, 0.161907
8, 0.709181
9, -0.896262
1, -0.567711
2, -0.122006
3, -0.569486
4, -0.609841
5, -2.591111
6, 1.919813
7, 0.151553
8, 0.706901
9, -0.879525
1, -0.535057
2, -0.146280
3, -0.580072
4, -0.600494
5, -2.598060
6, 1.916783
7, 0.187238
8, 0.680373
9, -0.891095
1, -0.555063
2, -0.124141
3, -0.585625
4, -0.603206
5, -2.595059
6, 1.916030
7, 0.164371
8, 0.705679
9, -0.897441
1, -0.566126
2, -0.127026
3, -0.567358
4, -0.613528
5, -2.597751
6, 1.933073
7, 0.153594
8, 0.702868
9, -0.879647
1, -0.534156
2, -0.148615
3, -0.579534
4, -0.602845
5, -2.604964
6, 1.929005
7, 0.188105
8, 0.679564
9, -0.892790
1, -0.554074
2, -0.126008
3, -0.585346
4, -0.605700
5, -2.601724
6, 1.928172
7, 0.165455
8, 0.705271
9, -0.899400
1, -0.564884
2, -0.128130
3, -0.568093
4, -0.616120
5, -2.603770
6, 1.944803
7, 0.155206
8, 0.703260
9, -0.883042
1, -0.535080
2, -0.138698
3, -0.587382
4, -0.597784
5, -2.610271
6, 1.932937
7, 0.186072
8, 0.692315
9, -0.903019
1, -0.555180
2, -0.116409
3, -0.592745
4, -0.600562
5, -2.607191
6, 1.932195
7, 0.163322
8, 0.717543
9, -0.909088
1, -0.565997
2, -0.118816
3, -0.575521
4, -0.611068
5, -2.609529
6, 1.948925
7, 0.152823
8, 0.715206
9, -0.892370
1, -0.533567
2, -0.142845
3, -0.586070
4, -0.601540
5, -2.616590
6, 1.945825
7, 0.188518
8, 0.688756
9, -0.903982
1, -0.553648
2, -0.120815
3, -0.591417
4, -0.604266
5, -2.613599
6, 1.945099
7, 0.165598
8, 0.713902
9, -0.910085
1, -0.564526
2, -0.123107
3, -0.573982
4, -0.614719
5, -2.615802
6, 1.961853
7, 0.155120
8, 0.711694
9, -0.893290
1, -0.534392
2, -0.134945
3, -0.592450
4, -0.597355
5, -2.622623
6, 1.951212
7, 0.186309
8, 0.699442
9, -0.912405
1, -0.554512
2, -0.113480
3, -0.597458
4, -0.599974
5, -2.619829
6, 1.950560
7, 0.163329
8, 0.723958
9, -0.918124
1, -0.565464
2, -0.116094
3, -0.579717
4, -0.610441
5, -2.622327
6, 1.967514
7, 0.152587
8, 0.721394
9, -0.900723
1, -0.534227
2, -0.129130
3, -0.597612
4, -0.593159
5, -2.629539
6, 1.957614
7, 0.185643
8, 0.707598
9, -0.919660
1, -0.554504
2, -0.107315
3, -0.602479
4, -0.595868
5, -2.626625
6, 1.956963
7, 0.162734
8, 0.732245
9, -0.925158
1, -0.565130
2, -0.109089
3, -0.586172
4, -0.606507
5, -2.628401
6, 1.973290
7, 0.152740
8, 0.730577
9, -0.909822
1, -0.532793
2, -0.128370
3, -0.599937
4, -0.593462
5, -2.636179
6, 1.967737
7, 0.187209
8, 0.710025
9, -0.924494
1, -0.553000
2, -0.107044
3, -0.604723
4, -0.596131
5, -2.633362
6, 1.967105
7, 0.164137
8, 0.734374
9, -0.929959
1, -0.563873
2, -0.109201
3, -0.587487
4, -0.606681
5, -2.635455
6, 1.983830
7, 0.153795
8, 0.732322
9, -0.913564
1, -0.532713
2, -0.124182
3, -0.603907
4, -0.591040
5, -2.642975
6, 1.975588
7, 0.186652
8, 0.716525
9, -0.930878
1, -0.552969
2, -0.102956
3, -0.608567
4, -0.593681
5, -2.640208
6, 1.974981
7, 0.163685
8, 0.740592
9, -0.936162
1, -0.563848
2, -0.105231
3, -0.591415
4, -0.604307
5, -2.642430
6, 1.991734
7, 0.153149
8, 0.738389
9, -0.919551
1, -0.531500
2, -0.124429
3, -0.605106
4, -0.590957
5, -2.650354
6, 1.986084
7, 0.188174
8, 0.717601
9, -0.934375
1, -0.551791
2, -0.103316
3, -0.609685
4, -0.593615
5, -2.647588
6, 1.985484
7, 0.165006
8, 0.741708
9, -0.939603
1, -0.562246
2, -0.104576
3, -0.594491
4, -0.604477
5, -2.648896
6, 2.001270
7, 0.155242
8, 0.740531
9, -0.925412
1, -0.529040
2, -0.127714
3, -0.605665
4, -0.593399
5, -2.656616
6, 1.997542
7, 0.191525
8, 0.715249
9, -0.937622
1, -0.549529
2, -0.106664
3, -0.610067
4, -0.595983
5, -2.653961
6, 1.996987
7, 0.168135
8, 0.739278
9, -0.942647
1, -0.559972
2, -0.107687
3, -0.595052
4, -0.606893
5, -2.655030
6, 2.012673
7, 0.158403
8, 0.738325
9, -0.928655
1, -0.527482
2, -0.130978
3, -0.605836
4, -0.596498
5, -2.662482
6, 2.009223
7, 0.193985
8, 0.712818
9, -0.940464
1, -0.547943
2, -0.108885
3, -0.610620
4, -0.599321
5, -2.659434
6, 2.008564
7, 0.171023
8, 0.737612
9, -0.945833
1, -0.558494
2, -0.110212
3, -0.595359
4, -0.610240
5, -2.660808
6, 2.024358
7, 0.160958
8, 0.736345
9, -0.931274
1, -0.529029
2, -0.118367
3, -0.616346
4, -0.589636
5, -2.666511
6, 2.009683
7, 0.190669
8, 0.728122
9, -0.952436
1, -0.549512
2, -0.097483
3, -0.620505
4, -0.592303
5, -2.663791
6, 2.009141
7, 0.167283
8, 0.751966
9, -0.957185
1, -0.560017
2, -0.098656
3, -0.605280
4, -0.603225
5, -2.665012
6, 2.024971
7, 0.157501
8, 0.750873
9, -0.943007
1, -0.527130
2, -0.123582
3, -0.614964
4, -0.593478
5, -2.672400
6, 2.022101
7, 0.193707
8, 0.723432
9, -0.953669
1, -0.547722
2, -0.102681
3, -0.619076
4, -0.596087
5, -2.669752
6, 2.021580
7, 0.170196
8, 0.747296
9, -0.958363
1, -0.558246
2, -0.103722
3, -0.603844
4, -0.607036
5, -2.670835
6, 2.037428
7, 0.160292
8, 0.746316
9, -0.944028
1, -0.528306
2, -0.110440
3, -0.626182
4, -0.584453
5, -2.675902
6, 2.020578
7, 0.190404
8, 0.739560
9, -0.966495
1, -0.548833
2, -0.089648
3, -0.630149
4, -0.587135
5, -2.673185
6, 2.020060
7, 0.167223
8, 0.763040
9, -0.970974
1, -0.559321
2, -0.090617
3, -0.615046
4, -0.598165
5, -2.674204
6, 2.035944
7, 0.157487
8, 0.762141
9, -0.956955
1, -0.526077
2, -0.114286
3, -0.625617
4, -0.587161
5, -2.682039
6, 2.032444
7, 0.193546
8, 0.736467
9, -0.968421
1, -0.546864
2, -0.093292
3, -0.629407
4, -0.589846
5, -2.679327
6, 2.031955
7, 0.170044
8, 0.760203
9, -0.972707
1, -0.557303
2, -0.094149
3, -0.614764
4, -0.600944
5, -2.680238
6, 2.047521
7, 0.160343
8, 0.759407
9, -0.959099
1, -0.526451
2, -0.106368
3, -0.632795
4, -0.582859
5, -2.687400
6, 2.036952
7, 0.192848
8, 0.746533
9, -0.978096
1, -0.547289
2, -0.086061
3, -0.636226
4, -0.585451
5, -2.684874
6, 2.036525
7, 0.169149
8, 0.769628
9, -0.981997
1, -0.557930
2, -0.087443
3, -0.620844
4, -0.596517
5, -2.686311
6, 2.052522
7, 0.159090
8, 0.768321
9, -0.967456
1, -0.527224
2, -0.098164
3, -0.640030
4, -0.577146
5, -2.693074
6, 2.040418
7, 0.190900
8, 0.757215
9, -0.987333
1, -0.547885
2, -0.078182
3, -0.643423
4, -0.579787
5, -2.690521
6, 2.039984
7, 0.167353
8, 0.779988
9, -0.991200
1, -0.558557
2, -0.079415
3, -0.627764
4, -0.590914
5, -2.691807
6, 2.056311
7, 0.157234
8, 0.778819
9, -0.976353
1, -0.526976
2, -0.096438
3, -0.642358
4, -0.575938
5, -2.699878
6, 2.049391
7, 0.190952
8, 0.760646
9, -0.991935
1, -0.547768
2, -0.077010
3, -0.645446
4, -0.578404
5, -2.697574
6, 2.049024
7, 0.167208
8, 0.782831
9, -0.995460
1, -0.558224
2, -0.077832
3, -0.630914
4, -0.589634
5, -2.698456
6, 2.064631
7, 0.157533
8, 0.782071
9, -0.982015
1, -0.525759
2, -0.097727
3, -0.643639
4, -0.576121
5, -2.706738
6, 2.059335
7, 0.192612
8, 0.760574
9, -0.995764
1, -0.546315
2, -0.077656
3, -0.647142
4, -0.578835
5, -2.704087
6, 2.058872
7, 0.169234
8, 0.783401
9, -0.999748
1, -0.556857
2, -0.078501
3, -0.632393
4, -0.590065
5, -2.704988
6, 2.074583
7, 0.159459
8, 0.782617
9, -0.986073
1, -0.526019
2, -0.090766
3, -0.650278
4, -0.571799
5, -2.712253
6, 2.063989
7, 0.191740
8, 0.769778
9, -1.004795
1, -0.546530
2, -0.070805
3, -0.653694
4, -0.574573
5, -2.709553
6, 2.063527
7, 0.168454
8, 0.792441
9, -1.008673
1, -0.557144
2, -0.071817
3, -0.638698
4, -0.585842
5, -2.710629
6, 2.079449
7, 0.158529
8, 0.791494
9, -0.994651
1, -0.525518
2, -0.087737
3, -0.654009
4, -0.569885
5, -2.718661
6, 2.071724
7, 0.192046
8, 0.774623
9, -1.010877
1, -0.546348
2, -0.068180
3, -0.656940
